artist_names,track_name,lyrics,r,g,b
AKMU,Fry’s Dream,"저 거위도 벽을 넘어 하늘을 날을 거라고 달팽이도 넓고 거친 바다 끝에 꿈을 둔다고 나도 꾸물꾸물 말고 꿈을 찾으래 어서 남의 꿈을 빌려 꾸기라도 해 내게 강요하지 말아요, 이건 내 길이 아닌걸 내밀지 말아요, 너의 구겨진 꿈을 난 차라리 흘러갈래 모두 높은 곳을 우러러볼 때 난 내 물결을 따라 (hey) Flow, flow along, flow along my way (way, way) 난 차라리 꽉 눌러붙을래 날 재촉한다면 따뜻한 밥 위에 누워 자는 계란 fry, fry 같이, 나른하게 (fry, fry, fry, fry) 고래도 사랑을 찾아 파도를 가를 거라고 하다못해 네모도 꿈을 꾸는데 아무도 꿈이 없는 자에겐 기회를 주지 않아 하긴 무슨 기회가 어울릴지도 모를 거야 무시 말아 줘요, 하고 싶은 게 없는걸 왜 그렇게 봐? 난 죄지은 게 아닌데 난 차라리 흘러갈래 모두 높은 곳을 우러러볼 때 난 내 물결을 따라 (hey) Flow, flow along, flow along my way (way, way) 난 차라리 꽉 눌러붙을래 날 재촉한다면 따뜻한 밥 위에 누워 자는 계란 fry, fry 같이 (fry, fry 같이) Spread out 틀에 갇힌 듯한 똑같은 꿈 Spread out, out 난 이 두꺼운 껍질을 깨고 나와 퍼지고 싶어 난 차라리 굴러갈래 끝은 안 보여 뒤에선 등 떠미는데 난 내 물결을 따라 Flow, flow along, flow along my way (flow along my way) 난 차라리 꽉 눌러붙을래 날 재촉한다면 고민 하나 없이 퍼져 있는 계란 fry, fry 같이, 나른하게",209.0,65.0,201.0
IVE,Either Way,"누가 내 말투가 재수 없대 잘난 척만 한대 또 누구는 내가 너무 착하대 바보같을 정도래 가끔은 이해조차 안 되는 시선들 억울하기도 하지만 오해가 만든 수많은 나와 얘기해 우리 모두 다 나야 Either way, I'm good 전부 좋다구, ooh-ooh-ooh-ooh-ooh 누가 맞고 틀린 게 아닌 걸? 모두 다르게 사랑하듯 Either way, I'm good Ooh-ooh-ooh-ooh-ooh, either way 내게는 언니 같은 친구인데 어리광이 심하대 털털한 줄 알았던 저 아이는 마음이 넘 약한 걸 쟤 I라서, 그래, 넌 E라서, 그래 됐고, 그냥 V나 하자 Either way, you're good 전부 좋다구, ooh-ooh-ooh-ooh-ooh 누가 맞고 틀린 게 아닌 걸? 모두 다르게 사랑하듯 Either way, you're good Ooh-ooh-ooh-ooh-ooh, either way I, I, I, 또 다른 나 나, 나, 나 누가 맞고 틀린 게 아닌 걸? 모두 다르게 살아가듯 전부 좋다구, ooh-ooh-ooh-ooh-ooh 사랑과 미움 모두 다 가지면 되는 거야 하나만 고를 필요 없는 거야 Either way, we're good Ooh-ooh-ooh-ooh-ooh 웃어주자구, ooh-ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh-ooh, 이렇게",227.0,227.0,230.0
JEON SOMI,Fast Forward,"I'm your future lover 타락한 밤 너의 ruler 영화 속 달콤한 promise 믿지 않아, let's be honest, yeah 틀린 건 없어 when it feels so right 닿지 않아도 이미 느끼잖아 나쁠 건 없어 when it feels so right 네 위를 봐, I'm your goddess (yah) How many lovers do I go through to find you? How many heartbreaks I take just to get to you? How many lovers do I go through to find you? (One) how many? (Two) how many? (Three) how many? Fast forward Girl, you the one stop, got it all Diamond-kissed, head to toe Sunshine, got the glow Need you bad, never go One stop, domino That's how quick, you made me fall So in love, yeah, that's so us (yah) How many lovers do I go through to find you? How many heartbreaks I take just to get to you? How many lovers do I go through to find you? (One) how many? (Two) how many? (Three) how many? Fast forward 흔들린 pendulum, 너를 부를 때 이 뒤틀린 시간 속 넌 내 눈앞에 Now think of the one you want, picturin' my face And I'll be the one you on, I'll be the one you on I'll be the one you want, I can hear you say Fast forward (yeah, yeah, yeah, yeah) Fast forward (yeah, yeah, yeah, yeah) Fast forward 한국어로 번역",210.0,45.0,45.0
RIIZE,Get A Guitar,If you want something to play with get a guitar 너와 내 느낌대로 Make it 시작해 봐 발 박자를 맞추고 손은 Snapping like one two five 모두 집중해 줘 When I play the guitar Cause I know you know Ooh baby ooh I love it 너와 맞추는 눈 Ooh baby ooh I love it 너와 맞추는 춤 Rhythm 속에 그려보는 햇살 가득 담은 꿈 In my heart Tell me while You play me like dun dun dun Still I love it 너와 맞추는 눈 Baby dun dun dun Still I love it 너와 맞추는 춤 Get get get get a guitar Get get get get a guitar Get get get get a guitar Get get get get a guitar If you want something to play with get a guitar 가볍게 툭 어깨에 메고 시작해 봐 불타오를 Love and youth 외치는 순간 Feel the vibe 맘이 가는 대로 Play it get a guitar Cause I know you know Ooh baby ooh I love it 너와 맞추는 눈 Ooh baby ooh I love it 너와 맞추는 춤 Rhythm 속에 그려보는 햇살 가득 담은 꿈 In my heart Tell me while You play me like dun dun dun Still I love it 너와 맞추는 눈 Baby dun dun dun Still I love it 너와 맞추는 춤 Ooh baby ooh I love it 너와 맞추는 눈 Ooh baby ooh I love it 너와 맞추는 춤 네가 원하던 그 순간 다른 생각들은 다 벗어나 Tell me while You play me like dun dun dun Still I love it 너와 맞추는 눈 Baby dun dun dun Still I love it 너와 맞추는 춤 Get get get get a guitar Get get get get a guitar Get get get get a guitar Get get get get a guitar Get get get get a guitar,54.0,72.0,75.0
NewJeans,New Jeans,"Look, it's a new me Switched it up, who's this? 우릴 봐 NewJeans So fresh, so clean 얼마나 기다렸던 날 드디어 time to step out 또 한 번 더 ready for sure To have some more New hair, new tee NewJeans, do you see? New hair, new tee NewJeans, do you see? New hair, new tee NewJeans, do you see? New hair, new tee NewJeans, do you see? Make it feel like a game Look at us, we go on and on again We'll go on to the end What we wanna do, on and on again Make it feel like a game Look at us, we go on and on again We'll go on to the end What we wanna do, on and on again Look, it's a new me Switched it up, who's this? 들어봐 NewJeans So fresh, so clean 얼마나 기다렸던 날 드디어 feeling's so right 또 한 번 더 I need to know You want some more New hair, new tee NewJeans, you and me New hair, new tee NewJeans, you and me New hair, new tee NewJeans, you and me New hair, new tee NewJeans, you and me 한국어로 번역",188.0,194.0,211.0
Lim Young Woong,Grain of Sand,나는 작은 바람에도 흩어질 나는 가벼운 모래 알갱이 그대 이 모래에 작은 발걸음을 내어요 깊게 패이지 않을 만큼 가볍게 나는 작은 바람에도 흩어질 나는 가벼운 모래 알갱이 그대 이 모래에 작은 발자국을 내어요 깊게 패이지 않을 만큼 가볍게 그대 바람이 불거든 그 바람에 실려 홀연히 따라 걸어가요 그대 파도가 치거든 저 파도에 홀연히 흘러가리 그래요 그대여 내 맘에 언제라도 그런 발자국을 내어줘요 그렇게 편한 숨을 쉬듯이 언제든 내 곁에 쉬어가요 그대 바람이 불거든 그 바람에 실려 홀연히 따라 걸어가요 그대 파도가 치거든 저 파도에 홀연히 흘러가리 그래요 그대여 내 맘에 언제라도 그런 발자국을 내어줘요 그렇게 편한 숨을 쉬듯이 언제든 내 곁에 쉬어가요 언제든 내 맘에 쉬어가요,218.0,210.0,192.0
BIG Naughty,Vancouver 2,"Hey, girl, it was nine years 네가 없는 매일 밤 was a nightmare 억지로 쓰고 싶지 않았어, 전부 다 미뤄뒀던 노래들이 이제 더는 하나도 안 미워 (yeah) 원하는 게 있다면, go, get it Follow your dreams 'cause I'll get that penny 원하는 게 별이라면 따다 줄 테니 뒤는 내가 볼 테니, girl, just don't panic I'll work in even holidays, 뒤돌아보지 않을게 바다가 보이는 집에서 평생을 살게 해줄게 그 옆에 내가 있을 수 있다면, 네 옆자리에 지금의 내 젊음을 고민 없이 전부 다 태울 테니, just go How high you fly? How far you go? How fast you run? I won't let you down (I won't let you down) How high you fly? (How high you fly?) How far you go? (How far you go?) How fast you run? I won't let you down, I won't leave you alone, whoa I don't care if it's nine years or ten 괜히 확인하는 달력 (yeah) 정해진 날짜는 아직 없지만 왼쪽 손에 약지가 날 살려 내 손이 다 잘려도, 내 음악이 안 팔려도 나는 그냥 달려, 이 약속은 안 팔아 하늘이 무너진대도, 바다가 닫힌대도 땅이 끊어진대도 너를 찾아낼 테니까, just go Nobody knows But still I know 너의 눈물은 내가 대신 다 흘릴 테니 잠이나 한숨 푹 자고, enjoy your flight How high you fly? How far you go? How fast you run? I won't let you down (I won't let you down) How high you fly? (How high you fly?) How far you go? (How far you go?) How fast you run? I won't let you down, I won't leave you alone, whoa 2011년의 봄 그 후로 인생에 두 번은 없을 친구로 평생 남을 줄 알았던 내가 네 전부가 된 그날 그때 순간부로 어떤 이유로도 안 떠나 함부로 이건 고속도로, 못 돌아가 뒤로 일 년에 두 번, I'll go to Vancouver So don't cry, my day one, my bae, my uno How high you fly? How far you go? How fast you run? I won't let you down (I won't let you down) How high you fly? (How high you fly?) How far you go? (How far you go?) How fast you run? I won't let you down, I won't leave you alone, whoa",198.0,202.0,212.0
NewJeans,Cool With You,"You know me like no other 다 표현하지 않아도 See me like no other (mm) And I think I like your point of view 다시 돌아와도 돼 I don't care what other people say 놓지 말아봐 줘 Dreaming of each other You may be on my mind (mind) Everyday, baby, say you're mine (mine) You and me on my mind (mind) Everywhere, baby, say you're mine (mine) Cool with you (gotta tell me now) Cool with you (it just) Cool with you (haha) 이쯤에서 정말로 너는 어떤 결말로 가려 해? What's the best? 너의 옆에 내가 있을 때 이런 말이 잘 안 나와 이제 더 말하지 않아도 알아 우리 둘이 만든 거리 건너서 여기 You may be on my mind (mind) Everyday, baby, say you're mine (mine) You and me on my mind Everywhere, baby, say you're mine Cool with you (gotta tell me now) Cool with you (it just) Cool with you (haha) Cool with you (you know me like no other 너랑) Cool with you (gotta tell me now) Cool with you (see me like no other, it just) Cool with you (haha)",188.0,194.0,211.0
Jung Kook,Still With You,"날 스치는 그대의 옅은 그 목소리 내 이름을 한 번만 더 불러주세요 얼어버린 노을 아래 멈춰 서 있지만 그대 향해 한 걸음씩 걸어갈래요 Still with you 어두운 방, 조명 하나 없이 익숙해지면 안 되는데 그게 또 익숙해 나지막이 들리는 이 에어컨 소리 이거라도 없으면 나 정말 무너질 것 같아 함께 웃고, 함께 울고 이 단순한 감정들이 내겐 전부였나 봐 언제쯤일까 다시 그댈 마주한다면 눈을 보고 말할래요 ""보고 싶었어요"" 황홀했던 기억 속에 나 홀로 춤을 춰도 비가 내리잖아 이 안개가 걷힐 때쯤 젖은 발로 달려갈게 그때 날 안아줘 저 달이 외로워 보여서 밤하늘에 환하게 울고 있는 것 같아서 언젠가 아침이 오는 걸 알면서도 별처럼 너의 하늘에 머물고 싶었어 (ah) 하루를, 그 순간을 이렇게 될 걸 알았다면 더 담아뒀을 텐데 언제쯤일까 다시 그댈 마주한다면 눈을 보고 말할래요 ""보고 싶었어요"" 황홀했던 기억 속에 나 홀로 춤을 춰도 비가 내리잖아 이 안개가 걷힐 때쯤 젖은 발로 달려갈게 그때 날 잡아줘 Ah, ah-ah Ah, ah-ah Ah, ah-ah, mm-mm, mm Ah, ah-ah Ah, ah-ah Ah-hah, ah, hah-hah 날 바라보는 희미한 미소 뒤편에 아름다운 보랏빛을 그려볼래요 서로 발걸음이 안 맞을 수도 있지만 그대와 함께 이 길을 걷고 싶어요 Still with you",12.0,20.0,28.0
LE SSERAFIM,"Eve, Psyche & The Bluebeard’s wife","I'm a mess, mess, mess, mess, mess, mess, mess I'm a mess, mess, mess, mess, mess, mess, mess I'm a mess in distress But we're still the best dressed Fearless, say yes, we don't dress to impress 괜찮단다 뭘 해도 거짓말인 걸 난 알아 괜찮겠지 뭘 해도 착한 얼굴에 니 말 잘 들을 땐 괜찮지 않아 그런 건 내 룰은 나만 정할래 yeah 볼 거야 금지된 걸 Never hold back 더 자유롭게 Boom, boom, boom 내 심장이 뛰네 Get it like boom, boom, boom Get it like boom, boom, boom (boom, boom now) Boom, boom, boom 내 심장이 뛰네 Get it like boom, boom, boom Get it like boom, boom, boom (push it) I wish for what's forbidden Get it like boom, boom, boom Get it like boom, boom, boom (push it) (Oh-oh) I wish for what's forbidden Get it like boom, boom, boom Get it like boom, boom, boom (oh-oh) I'm a mess, mess, mess, mess, mess, mess, mess I'm a mess, mess, mess, mess, mess, mess, mess I'm a mess in distress But we're still the best dressed Fearless, say yes, we don't dress to impress 웃어, 웃어, 더 인형이 되렴 (ah-ah-ah) 덮어, 덮어, 다 감정 따윈 다 싫어, 싫어, 난 인형이 아냐 (ah-ah-ah) 찡그린대도 그것도 나야 보지 말람 보고 파 날 둘러싼 이 금기들 yeah 그날의 이브처럼 Take it on the chain, I know I like that Boom, boom, boom 내 심장이 뛰네 Get it like boom, boom, boom Get it like boom, boom, boom (boom, boom now) Boom, boom, boom 내 심장이 뛰네 Get it like boom, boom, boom Get it like boom, boom, boom (push it) I wish for what's forbidden Get it like boom, boom, boom Get it like boom, boom, boom (push it) (Oh-oh) I wish for what's forbidden Get it like boom, boom, boom Get it like boom, boom, boom (oh-oh) What you waiting for? 이게 타락이면 we fall, fall, fall (oh-oh) What you looking for? 원한다면 now we fall, we fall, we fall Boom, boom, boom 내 심장이 뛰네 Get it like boom, boom, boom Get it like boom, boom, boom (boom, boom now) Boom, boom, boom 내 심장이 뛰네 Get it like boom, boom, boom Get it like boom, boom, boom (push it) Girl wanna have fun (girl) Girl wanna have fun (girl) Get it like boom, boom, boom Get it like boom, boom, boom Girl wanna have fun (girl) Girl wanna have fun (girl) Get it like boom, boom, boom Get it like boom, boom, boom",172.0,16.0,60.0
Agust D,Haegeum,"Yeah, okay, okay Yeah, yeah, yeah 이 노래는 해금, yeah (uh), 올라타 봐 지금, yeah (uh) 복작대는 리듬, 어쩌면 이 또한 또 다른 해금 (woo, 해금) 이 노래는 해금, yeah (uh), 올라타 봐 지금, yeah (uh) 복작대는 리듬, 어쩌면 이 또한 또 다른 해금 (woo, 해금) 이 노래는 해금, yeah, 올라타 봐 지금, yeah (uh, uh) 복작대는 리듬, 어쩌면 이 또한 또 다른 해금, yeah (woo) 해석들은 자유, yeah (okay), 개소리는 아웃, yeah (okay) 표현들의 자유, 어쩌면 누군가의 죽음 사유 (okay, okay) 그것 또한 자유일런지? (-일런지?) 당신의 판단과 추측엔 확실한 신념들이 있는지? (있는지?) 당신의 자유와 타인의 자유가 동일하다 믿는지? (믿는지?) 그렇다면, 주저 말고 올라타 봐, 금지된 것들로부터의 해방 각자의 취향조차 이해들을 못 하는 불행한 이 시대를 살아가는 이들을 (woo) 위한 이 노랜 금지된 것을 푸는 것뿐이지 허나 자유와 방종의 차이쯤은 부디 구분하길 (yeah, mmm) 이 노래는 해금, 올라타 봐 지금 복작대는 리듬 또 다른 해금 이 노래는 해금, yeah (uh), 올라타 봐 지금, yeah (uh) 복작대는 리듬, 어쩌면 이 또한 또 다른 해금 (woo, 해금) 이 노래는 해금, yeah (uh), 올라타 봐 지금, yeah (uh) 복작대는 리듬, 어쩌면 이 또한 또 다른 해금 (woo, 해금) 쏟아지는 정보들은 상상의 자유들을 금지시킴과 동시에 사상의 통일성을 원해 (원해) 꽤나 머리 아픈 각종 노이즈는 눈을 가리고 이제는 생각의 자유조차 범해 각종 논란들은 판단들의 혼란들을 야기시키고 또 쉴 틈 없이 생산되네, uh 과연 우릴 금지시킨 건 무엇일까? 어쩌면은 우리 자신 아닐까? 자본의 노예 (ayy), 돈들의 노예 (ayy) 증오심과 편견 혐오의 노예 (woo, woo) 유튜브의 노예 (yeah), 플렉스의 노예 (yeah) 이기심과 탐욕이 미쳐 날뛰네 (woo) 눈 감으면 편해 (ayy), 모든 게 뻔해 (ayy) 이득에 따라서 뻔히 갈리는 견해 (woo, woo) 시기와 질투에 다들 말야 눈들이 머네 서로가 서로에게 족쇄를 거는 것도 모른 채 (ah) 정보의 쓰나미에서 쓸려 내려가지 말길 우린 자유와 방종의 차이쯤은 모두 구분하니, yeah 이 노래는 해금, 올라타 봐 지금 복작대는 리듬 또 다른 해금 이 노래는 해금, yeah (uh), 올라타 봐 지금, yeah (uh) 복작대는 리듬, 어쩌면 이 또한 또 다른 해금 (woo, 해금) 이 노래는 해금, yeah (uh), 올라타 봐 지금, yeah (uh) 복작대는 리듬, 어쩌면 이 또한 또 다른 해금 (woo, 해금) 이 노래는 해금, yeah (uh), 올라타 봐 지금, yeah (uh) 복작대는 리듬, 어쩌면 이 또한 또 다른 해금 (woo, 해금) 이 노래는 해금, yeah (uh), 올라타 봐 지금, yeah (uh) 복작대는 리듬, 어쩌면 이 또한 또 다른 해금, yeah (woo)",61.0,61.0,61.0
BTS,Take Two,"Will you stay? 흘러가는 저 시간 잡아두고 싶어 with me Will you go? (Will you go? Oh) 어떤 얼굴을 하고 서 있을까? (Ah, ah) 이젠 기억나지 않는 새벽들 Say, I'm running 'round in a daze We've been walking so many ways, 가슴이 터질 것 같아 Can't you see the take two? Stories unfolding just for you 너와 함께하는 청춘, 지금 내 손을 잡아 (oh) Yeah, we never felt so young When together, sing the song 서로의 눈 맞추며 어둠 속에도 Yeah, we never felt so right When I got you by my side 함께 걷던 길 따라 Oh, we young forever 사막도 바다가 돼서, we swim forever 외로워했던 고래도 이젠 singing together 함께니깐 영원을 바래도 무섭지 않아 내 믿음은 너고 하나뿐인 이유니깐 You're my silver lining, you're the one who just light me (up) Oh, I can always feel you beside me 노을이 빌딩에 부딪쳐 우린 이렇게 서로에 주어져 Say, oh, I'm running 'round in a daze We've been walking so many ways, 널 품에 터질 듯 안아 (터질 듯 안아) Can't you see the take two? Letters I didn't send to you 너와 함께하는 청춘 시작일지도 몰라 Yeah, we never felt so young When together, sing the song 서로의 눈 맞추며 어둠 속에도 Yeah, we never felt so right When I got you by my side 함께 걷던 길 따라 Oh, we young forever 당신과 함께해서 가능했고 당신과 함께여서 행복했어 당신의 목소리에 숨을 쉬고 당신의 눈물들로 일어섰어 당신들의 과분한 사랑을 내가 받을 자격 있을까? 수년간 우리가 만든 영혼의 교집합 함께여서 너무 고맙고 행복합니다 부디 앞으로도 행복합시다 Yeah, we never felt so young When together, sing the song 서로의 눈 맞추며 (눈 맞추며) 비가 내려도 Yeah, we never felt so right When I got you by my side (side) 함께 맞던 별 따라 Oh, we young forever (forever) 이렇게 노래해 (we ain't never felt so young) Won't you hold my hand? (Yeah, we never felt so right) Need you here tonight (we ain't never felt so young) Oh, we young forever (felt so young) Yeah, yeah Never felt, never felt so young",121.0,87.0,228.0
Lauv,Steal The Show,"Started out on a one-way train Always knew where I was gonna go next Didn't know until I saw your face I was missin' out on every moment You'll be one and baby, I'll be two Would you mind it if I said I'm into you? (I'm into you) So if it's real Then darlin', let me know I wouldn't mind If you steal the show You and I, we go together You're the sky, I'll be the weather A pretty thing, the sun and rain, who knew? Oh, whoa, yeah Summer night, perfect occasion Where am I? You know I'll be waitin' for you Oh, for you So if it's real Then darlin', let me know I wouldn't mind If you steal the show So if it's real Then darlin', let me know I wouldn't mind If you steal the show You shine, you shine Like forever lasts forever You shine, you shine And steal the show So if it's real Then darlin', let me know I wouldn't mind If you steal the show So if it's real (didn't know until I saw your face) Then darlin', let me know (I was missin' out on every moment) I wouldn't mind If you steal the show 한국어로 번역",14.0,8.0,20.0
Taylor Swift,Cruel Summer,"Fever dream high in the quiet of the night You know that I caught it (oh yeah, you're right, I want it) Bad, bad boy, shiny toy with a price You know that I bought it (oh yeah, you're right, I want it) Killing me slow, out the window I'm always waiting for you to be waiting below Devils roll the dice, angels roll their eyes What doesn't kill me makes me want you more And it's new, the shape of your body It's blue, the feeling I've got And it's ooh, whoa-oh It's a cruel summer ""It's cool, "" that's what I tell 'em No rules in breakable heaven But ooh, whoa-oh It's a cruel summer with you (yeah, yeah) Hang your head low in the glow of the vending machine I'm not dying (oh yeah, you're right, I want it) You say that we'll just screw it up in these trying times We're not trying (oh yeah, you're right, I want it) So cut the headlights, summer's a knife I'm always waiting for you just to cut to the bone Devils roll the dice, angels roll their eyes And if I bleed, you'll be the last to know, oh It's new, the shape of your body It's blue, the feeling I've got And it's ooh, whoa-oh It's a cruel summer ""It's cool, "" that's what I tell 'em No rules in breakable heaven But ooh, whoa-oh It's a cruel summer with you I'm drunk in the back of the car And I cried like a baby coming home from the bar (oh) Said, ""I'm fine, "" but it wasn't true I don't wanna keep secrets just to keep you And I snuck in through the garden gate Every night that summer, just to seal my fate (oh) And I screamed, ""For whatever it's worth I love you, ain't that the worst thing you ever heard?"" He looks up, grinnin' like a devil It's new, the shape of your body It's blue, the feeling I've got And it's ooh, whoa-oh It's a cruel summer ""It's cool, "" that's what I tell 'em No rules in breakable heaven But ooh, whoa-oh It's a cruel summer with you I'm drunk in the back of the car And I cried like a baby coming home from the bar (oh) Said, ""I'm fine, "" but it wasn't true I don't wanna keep secrets just to keep you And I snuck in through the garden gate Every night that summer, just to seal my fate (oh) And I screamed, ""For whatever it's worth I love you, ain't that the worst thing you ever heard?"" (Yeah, yeah, yeah, yeah) 한국어로 번역",223.0,196.0,213.0
Parc Jae Jung,Let's Say Goodbye,헤어지자고 말하려 오늘 너에게 가다가 우리 추억 생각해 봤어 처음 본 네 얼굴 mm 마주친 눈동자 ooh-whoa 가까스로 본 너의 그 미소들 손을 잡고 늘 걷던 거리에 첫눈을 보다가 문득 고백했던 그 순간 가보고 싶었던 식당 난생처음 준비한 선물 고맙다는 너의 그 눈물들이 바뀔까 봐 두려워 그대 먼저 헤어지자 말해요 나는 사실 그대에게 좋은 사람이 아녜요 그대 이제 날 떠난다 말해요 잠시라도 이 행복을 느껴서 고마웠다고 시간이 지나고 나면 나는 어쩔 수 없을 걸 문득 너의 사진 보겠지 새로 사귄 친구 함께 웃음 띤 네 얼굴 보면 말할 수 없을 묘한 감정들이 힘들단 걸 알지만 그대 먼저 헤어지자 말해요 나는 사실 그대에게 좋은 사람이 아녜요 그대 이제 날 떠난다 말해요 잠시라도 이 행복을 느껴서 고마웠다고 ooh-whoa 한 번은 널 볼 수 있을까? 이기적인 거 나도 잘 알아 그땐 그럴 수밖에 없던 어린 내게 한 번만 더 기회를 주길 그댈 정말 사랑했다 말해요 나는 사실 그대에게 좋은 사람이 되고 싶었어 영영 다신 못 본다 해도 그댈 위한 이 노래가 당신을 영원히 사랑할 테니,52.0,68.0,76.0
(G)I-DLE,Queencard,"Hey, you 뭘 보니? 내가 좀 sexy, sexy 반했니? Yeah, you 뭐 하니? 너도 내 kiss, kiss 원하니? 월, 화, 수, 목, 금, 토, 일, 미모가 쉬지를 않네 머리부터 발끝까지 눈부셔 빛이 나네 Oh 저기 언니야들 내 fashion을 따라 하네 아름다운 여자의 하루는 다 아름답네 이 party에 준비된 birthday cake 태어나서 감사해 every day I don't need them 그래 내가 봐도 난 (three, two) 퀸카 I'm hot My boob and booty is hot Spotlight 날 봐 I'm a star, star, star 퀸카 I'm top I'm twerkin' on the runway I am a 퀸카 You wanna be the 퀸카? I'm a 퀸카 I'm a 퀸카 I'm a, I'm a, I'm a 퀸카 I'm a 퀸카 (take a photo) I'm a 퀸카 I'm a 퀸카 I'm a, I'm a, I'm a 퀸카 I'm a 퀸카 Look so cool, look so sexy like Kim Kardashian (uh) Look so cute, look so pretty like Ariana I wanna with you 뽀뽀 I wanna with you 포옹 자꾸 이뻐져 거울 속 너 이 party에 준비된 blue champagne 태어난 걸 축하해 every day I don't need them 그래 내가 봐도 난 (three, two) 퀸카 I'm hot My boob and booty is hot Spotlight 날 봐 I'm a star, star, star 퀸카 I'm top I'm twerkin' on the runway I am a 퀸카 You wanna be the 퀸카? I'm a 퀸카 I'm a 퀸카 I'm a, I'm a, I'm a 퀸카 I'm a 퀸카 (take a photo) I'm a 퀸카 I'm a 퀸카 I'm a, I'm a, I'm a 퀸카 I'm a 퀸카 아무거나 걸친 girl (girl) 퀸-카-카-카 마르거나 살찐 girl (girl) 퀸-카-카-카 자신감 넘치는 girl (girl) 퀸-카-카-카 I am a 퀸카 You wanna be the 퀸카?",24.0,16.0,19.0
RIIZE,Memories,"uh, yeah Uh-huh, that's right 어렸을 적 외쳐, ""I'm a star"" 외딴 거긴 Mars 땀방울 어린, 우리 추억 어린 사진 속 그 미소는 it's all you Ooh-ooh, ooh-ooh-ooh 난 흠뻑 빠졌었지, fall in, I'm fallin' Ooh-ooh, ooh-ooh-ooh 다시 또 추억을 만들자, uh Big flows, big flows, 큰 걸음을 걷지 They soft, they soft, 난 멋있고 싶지 For sure, for sure, 우린 하나였지 East to the south, to the north, to the west side (we RIIZE) I don't wanna waste all these feelings I gotta taste 이 바람을 난 놓치고 싶지 않아 반짝이는 우리인 거야 Don't wanna waste all these meanings 힘껏 안고 꿈을 꾸네 내가 제일 좋아하는 거야 너와 나, 우리 memories Uh, 온 우주는 나만의 stages 모두를 행복하게 할 나의 playlist 세상의 가운데 손에 쥔 chance 소리 질러 가끔 외롭던 그날들, 난 홀로 지금 이 기분은 따스한 위로 해보자 말했지 함께잖니? 이렇게 영원히 Big flows, big flows, 딱 붙어 있을게 They soft, they soft, 나 길 되어 줄게 For sure, for sure, 더 멀리 가볼게 East to the south, to the north, to the west side (we RIIZE!) I don't wanna waste all these feelings I gotta taste 이 바람을 난 놓치고 싶지 않아 반짝이는 우리인 거야 Don't wanna waste all these meanings 힘껏 안고 꿈을 꾸네 내가 제일 좋아하는 거야 너와 나, 우리 memories 가슴이 뛰는 이 감정을 원했지 이 느낌 memories 아름다운 dreams We shine, yeah, 들어 봐 You're on fire, know I want ya Want ya! 흩어진 퍼즐의 완성 빛나던 계절 이젠 모두 외쳐 awesome 우리들만의 색으로 물든 마음 시작이라고 말하고 싶은 거야 시간이 거꾸로 가, 다시 시작한대도 바꾸고 싶지 않아 memories (세상은 우리 것) I don't wanna waste all these feelings I gotta taste 이 바람을 난 놓치고 싶지 않아 반짝이는 우리인 거야 Don't wanna waste all these meanings 힘껏 안고 꿈을 꾸네 (ooh) 내가 제일 좋아하는 거야 너와 나, 우리 memories",205.0,234.0,251.0
